Acronym,SAT ID,Launch,(expected) EOL,Satellite Programme,Agencies,Orbit,Altitude,Longitude,Inclination,Ect,Sat status,Payload,Last update
CartoSat-2B,23,2010-07-12,2021-11-30,Satellite for Cartography,"ISRO
",SunSync,640 km,,,09:30 desc,Operational,CATS,2018-12-28 01:22:51
TH-1A,527,2010-08-24,2017-11-30,Tian Hui - 1,"PLA
CAST",SunSync,503 km,,,13:30 desc,Presumably inactive,HySICS,2021-06-14 14:39:54
FY-3B,114,2010-11-04,2021-12-09,Feng-Yun - 3,"CMA
NRSCC",SunSync,836 km,,,14:45 asc,Inactive,COWVR,2022-05-16 09:45:48
CSK-4,45,2010-11-06,2021-11-30,COSMO-SkyMed,"ASI
",SunSync,629.5 km,,,05:46 asc,Operational,DESIS,2019-07-17 12:52:25
STPSat-2,543,2010-11-20,2018-11-30,Space Test Program Satellite,"DoD
",DRIFT,647 km,,72°,,Presumably inactive,ECOSTRESS,2022-01-03 15:38:17
Electro-L N1,73,2011-01-20,2015-11-30,Electro,"RosHydroMet
Roscosmos",GEO,35786 km,29.6 ° W,,,Inactive,GARI,2022-01-04 19:27:31
Glory,135,2011-03-04,2011-03-04,Glory,"NASA
",SunSync,705 km,,,13:30 asc,Lost at launch,GEDI Lidar,2021-10-07 11:40:57
ResourceSat-2,374,2011-04-20,2021-11-30,Satellite for Earth Resources,"ISRO
",SunSync,817 km,,,10:33 desc,Operational,HICO,2015-07-28 12:40:46
X-Sat,453,2011-04-20,2018-11-30,X-Sat,"NTU
",SunSync,820 km,,,10:20 desc,Presumably inactive,HISUI,2020-04-01 01:10:30
SAC-D,385,2011-06-10,2015-06-07,Satélite de Aplicaciones Cientificas,"CONAE
AEB
INPE
NASA",SunSync,661 km,,,06:00 desc,Inactive,LIS (ISS),2021-06-14 14:31:25
ARTEMIS-P1,576,2011-07-15,2021-11-30,"Acceleration, Reconnection, Turbulence, and Electrodynamics of the Moon's Interaction with the Sun","NASA
",Moon,,,6°,,Operational,"MOLI imager
MOLI lidar",2019-10-21 19:55:28
ARTEMIS-P2,814,2011-07-15,2021-11-30,"Acceleration, Reconnection, Turbulence, and Electrodynamics of the Moon's Interaction with the Sun","NASA
",Moon,,,6°,,Operational,OCO (ISS),2021-10-07 11:40:27
HY-2A,176,2011-08-16,2021-11-30,Hai Yang 2,"NSOAS
CAST",SunSync,975 km,,,06:00 desc,Presumably inactive,RainCube,2022-01-03 19:00:21
NigeriaSat-2,314,2011-08-17,2021-11-30,NigeriaSat,"NASRDA
",SunSync,718 km,,,10:30 asc,Operational,RapidScat,2019-10-30 19:17:25
NigeriaSat-X,564,2011-08-17,2021-11-30,NigeriaSat,"NASRDA
",SunSync,681 km,,,10:15 asc,Unclear,SAGE-III,2021-06-14 14:30:40
RASAT,369,2011-08-17,2021-11-30,Remote Sensing Satellite,"TÜBITAK-UZAY
",SunSync,690 km,,,10:15 asc,Operational,MM Radiometer,2022-09-26 14:23:53
SICH-2,405,2011-08-17,2012-12-12,SICH 2,"NSAU
",SunSync,700 km,,,10:50 desc,Inactive,MM Radiometer,2022-09-26 14:22:49
Megha-Tropiques,228,2011-10-12,2021-12-31,Megha-Tropiques,"ISRO
CNES",DRIFT,867 km,,20°,,Inactive,TSIS,2021-06-14 14:32:42
Galileo,711,2011-10-21,2030-11-30,Galileo,"ESA
EC",DRIFT,23222 km,,56°,,Operational,TSIS,2021-06-14 14:36:01
SNPP,342,2011-10-28,2023-11-30,Joint Polar Satellite System,"NOAA
NASA",SunSync,833 km,,,13:25 asc,Operational,"APT
AVCS
FPR
SPM
SR",2015-07-28 12:42:22
Pléiades-1A,361,2011-12-17,2021-11-30,Pléiades,"CNES
",SunSync,705 km,,,10:30 desc,Operational,"DORIS
JMR
LRA (NASA)
Poseidon-2
TRSR",2019-10-29 21:05:57
SSOT,493,2011-12-17,2021-11-30,Sistema Satellital para Observation de la Tierra,"ACE
",SunSync,630 km,,,10:30 desc,Unclear,"AMR
CARMEN
DORIS
LPT
LRA (NASA)
Poseidon-3
TRSR",2021-05-20 17:30:33
ZY-1-2C,492,2011-12-22,2018-11-30,Zi Yuan 1-2,"CAST
CRESDA",SunSync,781 km,,,10:30 desc,Presumably inactive,"AMR
CARMEN
DORIS
LPT
LRA (NASA)
Poseidon-3B
TRSR",2022-02-21 09:19:40
ZY-3-01,489,2012-01-09,2021-11-30,Zi Yuan - 3,"CAST
CRESDA",SunSync,506 km,,,10:30 desc,Unclear,"OPS (JERS)
SAR (JERS)",2015-07-28 12:45:03
FY-2F,110,2012-01-13,2022-04-01,Feng-Yun - 2,"CMA
NRSCC",GEO,35786 km,112 ° E,,,Operational,,2022-08-15 09:09:24
LARES-1,226,2012-02-13,2049-11-30,Laser Geodynamics Satellite,"ASI
NASA",DRIFT,1450 km,,69.5°,,Operational,"ATMS
CrIS
OMPS-limb
OMPS-nadir
VIIRS",2022-10-17 13:47:05
RISAT-1,380,2012-04-26,2017-03-31,Radar Imaging Satellite,"ISRO
",SunSync,546 km,,,06:00 desc,Inactive,"ATMS
CrIS
Libera
OMPS-limb
OMPS-nadir
VIIRS",2022-10-03 08:38:03
TH-1B,528,2012-05-06,2021-11-30,Tian Hui - 1,"PLA
CAST",SunSync,498 km,,,13:30 desc,Unclear,"ATMS
CrIS
OMPS-limb
OMPS-nadir
VIIRS",2022-05-10 13:10:59
GCOM-W,130,2012-05-17,2021-11-30,Global Change Observation Mission,"JAXA
",SunSync,700 km,,,13:30 asc,Operational,"DCS (INSAT)
VHRR (INSAT)",2018-10-06 12:54:37
KOMPSAT-3,215,2012-05-17,2021-11-30,Korea Multi-Purpose Satellite,"KARI
",SunSync,675 km,,,13:30 asc,Operational,"MSS (KANOPUS)
MSU-IK-SR
PSS",2017-10-18 01:15:27
Meteosat-10,304,2012-07-05,2029-11-30,Meteosat Second Generation (MSG),"EUMETSAT
ESA",GEO,35786 km,9.5 ° E,,,Operational,"MSS (KANOPUS)
MSU-200
PSS",2022-01-12 20:23:07
KANOPUS-V1,211,2012-07-22,2020-07-01,KANOPUS Vulkan,"Roscosmos
RosHydroMet",SunSync,510 km,,,10:30 asc,Inactive,"MSS (KANOPUS)
MSU-200
PSS",2022-01-12 20:24:41
VAP (2 sat),491,2012-08-30,2019-10-18,Van Allen Probes,"NASA
",MAG,,,18°,,Inactive,"MSS (KANOPUS)
MSU-200
PSS",2022-01-12 20:24:55
SPOT-6,417,2012-09-09,2021-11-30,Satellite Pour l’Observation de la Terre - Follow-on,"Spot Image
",SunSync,695 km,,,10:30 desc,Operational,"MSS (KANOPUS)
MSU-200
PSS",2022-01-12 20:25:14
Metop-B,307,2012-09-17,2023-11-30,EUMETSAT Polar System,"EUMETSAT
ESA",SunSync,827 km,,,09:31 desc,Operational,"MSS (KANOPUS)
MSU-200
PSS",2022-01-12 20:25:32
VRSS-1,540,2012-09-29,2021-11-30,Venezuelan Remote Sensing Satellite,"ABAE
CAST",SunSync,645 km,,,10:30 desc,Unclear,NAOMI (KazEOSat),2022-01-03 15:31:35
SJ-9A,652,2012-10-14,2021-11-30,Shijian 9,"CRESDA
CAST",SunSync,645 km,,,10:30 desc,Unclear,KEIS,2022-01-03 15:31:56
SJ-9B,653,2012-10-14,2021-11-30,Shijian 9,"CRESDA
CAST",SunSync,645 km,,,10:30 desc,Unclear,"EOC
OSMI
SPS/HEPD
SPS/IMS",2015-07-28 12:51:10
HJ-1C,171,2012-11-18,2021-11-30,Huan Jing,"CRESDA
CAST",SunSync,502 km,,,06:00 desc,Unclear,MSC,2021-12-29 18:22:42
Pléiades-1B,362,2012-12-02,2021-11-30,Pléiades,"CNES
",SunSync,694 km,,,10:30 desc,Operational,AEISS,2021-12-29 21:25:54
Göktürk-2,550,2012-12-18,2021-11-30,Göktürk,"TÜBITAK-UZAY
",SunSync,679 km,,,10:30 asc,Operational,"AEISS
IIP",2022-01-03 12:43:00
STSat-2C,578,2013-01-30,2014-09-15,Science and Technology Satellite,"KARI
",MAG,670 km,,80°,,Inactive,"AOPOD
COSI
LRR (DLR)",2022-09-26 15:11:02
Landsat-8,227,2013-02-11,2022-11-30,Landsat Data Continuity Mission,"USGS
NASA",SunSync,705 km,,,10:00 desc,Operational,COSI,2022-09-15 06:48:31
SARAL,390,2013-02-25,2021-11-30,Satellite with ARgos and ALtiKa,"CNES
ISRO",SunSync,800 km,,,05:56 asc,Operational,AEISS-HR,2022-09-15 06:48:55
GF-1,588,2013-04-26,2021-11-30,Gao Fen,"CNSA
",SunSync,640 km,,,10:30 desc,Operational,SAR-10,2019-10-27 13:29:47
PROBA-V,562,2013-05-07,2021-10-31,Project for On-Board Autonomy,"ESA
",SunSync,820 km,,,11:00 asc,Inactive,SAR-10,2020-01-01 03:19:51
VNREDSat-1,587,2013-05-07,2021-11-30,"Vietnam Natural Resources, Environment and Disaster-monitoring Satellite

","STI-VAST
",SunSync,704 km,,,10:30 desc,Unclear,LRA (ASI),2018-12-28 15:53:38
Resurs-P1,452,2013-06-25,2021-09-30,Resurs-P,"Roscosmos
",SunSync,473 km,,,10:30 desc,Inactive,LRA (ASI),2018-12-28 15:54:44
Kondor-E,672,2013-06-27,2013-11-30,Kondor-Experimental SAR Spacecraft,"NPOMash
",DRIFT,500 km,,74.75°,,Inactive,"DCS (Landsat)
MSS
RBV",2015-07-28 18:39:13
IRIS,572,2013-06-28,2021-11-30,Interface Region Imaging Spectrograph,"NASA
",SunSync,649 km,,,06:00 asc,Operational,"DCS (Landsat)
MSS
RBV",2015-07-28 18:40:09
INSAT-3D,193,2013-07-25,2021-11-30,Indian National Satellite - 3,"ISRO
IMD",GEO,35786 km,82 ° E,,,Operational,"DCS (Landsat)
MSS
RBV",2015-07-28 18:41:07
KOMPSAT-5,216,2013-08-22,2021-11-30,Korea Multi-Purpose Satellite,"KARI
",SunSync,550 km,,,06:00 asc,Operational,"GPS (NASA)
MSS
TM",2015-07-28 18:50:17
FY-3C,115,2013-09-23,2021-11-30,Feng-Yun - 3,"CMA
NRSCC",SunSync,836 km,,,08:20 desc,Operational,"GPS (NASA)
MSS
TM",2015-07-28 18:58:27
CASSIOPE,470,2013-09-29,2021-12-17,CASSIOPE,"CSA
",MAG,670 km,,80.97°,,Inactive,ETM,2015-07-28 18:59:33
STPSat-3,541,2013-11-20,2021-11-30,Space Test Program Satellite,"DoD
",DRIFT,500 km,,40.5°,,Unclear,ETM+,2022-02-21 08:24:41
DubaiSat-2,565,2013-11-21,2021-11-30,DubaiSat,"EIAST
",SunSync,600 km,,,10:30 desc,Unclear,"OLI
TIRS",2022-02-21 08:19:30
SkySat-1,630,2013-11-21,2021-11-30,Sky Satellite,"Planet
",SunSync,587 km,,,10:30 desc,Operational,"OLI
TIRS",2022-07-25 10:10:42
STSat-3,571,2013-11-21,2021-11-30,Science and Technology Satellite,"KARI
",SunSync,700 km,,,17:30 asc,Operational,LRA (ASI),2022-03-01 17:24:10
SWARM-A,658,2013-11-22,2021-11-30,The Earth’s Magnetic Field and Environment Explorers,"ESA
CNES
CSA",DRIFT,460 km,,87.35°,,Operational,STRATOS,2022-05-30 10:19:56
SWARM-B,423,2013-11-22,2021-11-30,The Earth’s Magnetic Field and Environment Explorers,"ESA
CNES
CSA",DRIFT,530 km,,87.75°,,Operational,,2018-06-20 23:23:11
SWARM-C,422,2013-11-22,2021-11-30,The Earth’s Magnetic Field and Environment Explorers,"ESA
CNES
CSA",DRIFT,460 km,,87.35°,,Operational,LSTM,2022-05-23 15:35:53
CBERS-3,28,2013-12-09,2013-12-09,China-Brazil Earth Resources Satellite,"CAST
AEB
CRESDA
INPE",SunSync,778 km,,,10:30 desc,Lost at launch,MAIA,2022-03-21 15:15:33
FLOCK,911,2014-01-09,2039-11-30,Planetscope,"Planet
",SunSync,475 km,,,10:30 desc,Operational,MATS,2021-11-25 14:50:59
GPM Core Observatory,156,2014-02-27,2026-11-30,Global Precipitation Measurement mission,"NASA
JAXA",DRIFT,407 km,,65°,,Operational,"MADRAS
ROSA
SAPHIR
ScaRaB",2022-06-27 14:44:44
DMSP-F19,66,2014-04-03,2016-02-11,Defense Meteorological Satellite Program - Block 5D-3,"DoD
NOAA",SunSync,850 km,,,06:36 desc,Inactive,IPDA lidar,2022-10-17 09:34:48
Sentinel-1A,396,2014-04-03,2021-11-30,Sentinel-1,"ESA
EC",SunSync,693 km,,,06:00 desc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:13:55
EgyptSat-2,597,2014-04-16,2015-06-09,EgyptSat,"NARSS
",DRIFT,634 km,,,10:30 desc,Inactive,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:17:23
KazEOSat-1,600,2014-04-30,2021-11-30,Kazakhstan Earth Observation Satellite,"Kazcosmos
",SunSync,759 km,,,10:15 desc,Unclear,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:17:50
ALOS-2,6,2014-05-24,2021-11-30,Advanced Land Observing Satellite,"JAXA
",SunSync,640 km,,,12:00 desc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:18:15
Deimos-2,629,2014-06-19,2023-11-30,Deimos,"Elecnor-Deimos
",SunSync,620 km,,,10:30 asc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:18:37
KazEOSat-2,601,2014-06-19,2021-11-30,Kazakhstan Earth Observation Satellite,"Kazcosmos
",SunSync,630 km,,,10:30 asc,Unclear,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:18:57
SPOT-7,418,2014-06-30,2023-11-30,Satellite Pour l’Observation de la Terre - Follow-on,"Spot Image
",SunSync,695 km,,,10:30 desc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:19:18
OCO-2,347,2014-07-02,2025-11-30,Orbiting Carbon Observatory ,"NASA
",SunSync,705 km,,,13:30 asc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:19:43
Meteor-M N2,284,2014-07-08,2021-11-30,Meteor-3M,"RosHydroMet
Roscosmos",SunSync,820 km,,,09:30 asc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:20:06
SkySat-2,631,2014-07-08,2021-11-30,Sky Satellite,"Planet
",SunSync,600 km,,,10:30 desc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 18:16:18
WorldView-3,500,2014-08-13,2021-11-30,WorldView,"Maxar
DigitalGlobe",SunSync,770 km,,,10:30 desc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:14:14
GF-2,589,2014-08-19,2021-11-30,Gao Fen,"CNSA
",SunSync,631 km,,,10:30 desc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:20:52
ISS RapidScat,621,2014-09-21,2016-08-19,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Inactive,"AC
IR (Meteor-1)
TV (Meteor-1)",2014-01-24 19:50:44
Himawari-8,167,2014-10-07,2029-11-30,Himawari 3rd generation,"JMA
",GEO,35786 km,140.7 ° E,,,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:21:35
ASNARO-1,467,2014-11-06,2021-11-30,Advanced Satellite with new system ARchitecture for Observation,"USEF
METI
NEC",SunSync,504 km,,,11:00 desc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:22:00
CBERS-4,29,2014-12-07,2021-11-30,China-Brazil Earth Resources Satellite,"CAST
AEB
CRESDA
INPE",SunSync,778 km,,,10:30 asc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:22:22
Kondor-E1,635,2014-12-19,2018-11-30,Kondor-Experimental SAR Spacecraft,"NPOMash
",DRIFT,500 km,,74.75°,,Presumably inactive,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 18:17:36
Resurs-P2,558,2014-12-26,2018-10-10,Resurs-P,"Roscosmos
",SunSync,475 km,,,10:30 desc,Inactive,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:23:10
FY-2G,111,2014-12-31,2021-11-30,Feng-Yun - 2,"CMA
NRSCC",GEO,35786 km,105 ° E,,,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:14:33
ISS CATS,622,2015-01-10,2016-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Inactive,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:14:51
SMAP,406,2015-01-31,2026-11-30,Soil Moisture Active-Passive,"NASA
",SunSync,685 km,,,06:00 desc,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:15:14
DSCOVR,525,2015-02-11,2022-11-30,Deep Space Climate Observatory,"NOAA
NASA",L1,1.5e+06 km,N/A ,N/A,N/A,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:15:33
MMS-A,456,2015-03-13,2021-11-30,Magnetospheric MultiScale mission,"NASA
",MAG,,,28°,,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:16:09
MMS-B,815,2015-03-13,2021-11-30,Magnetospheric MultiScale mission,"NASA
",MAG,,,28°,,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:16:32
MMS-C,816,2015-03-13,2021-11-30,Magnetospheric MultiScale mission,"NASA
",MAG,,,28°,,Operational,"AC
IR (Meteor-1)
TV (Meteor-1)",2013-02-13 17:16:57
MMS-D,817,2015-03-13,2021-11-30,Magnetospheric MultiScale mission,"NASA
",MAG,,,28°,,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:24:21
KOMPSAT-3A,481,2015-03-26,2021-11-30,Korea Multi-Purpose Satellite,"KARI
",SunSync,528 km,,,13:30 asc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:26:55
Sentinel-2A,398,2015-06-23,2021-11-30,Sentinel-2,"ESA
EC",SunSync,786 km,,,10:30 desc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:27:13
GF-8,667,2015-06-26,2022-11-30,Gao Fen,"CNSA
",SunSync,475 km,,,10:30 desc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:27:28
SSTL-S1 1,668,2015-07-10,2021-11-30,Beijing-2 Constellation,"SSTL
21AT
UKSA",SunSync,630 km,,,10:30 asc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:27:45
SSTL-S1 2,669,2015-07-10,2021-11-30,Beijing-2 Constellation,"SSTL
21AT
UKSA",SunSync,630 km,,,10:30 asc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:28:04
SSTL-S1 3,670,2015-07-10,2021-11-30,Beijing-2 Constellation,"SSTL
21AT
UKSA",SunSync,630 km,,,10:30 asc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:28:21
Meteosat-11,305,2015-07-15,2032-11-30,Meteosat Second Generation (MSG),"EUMETSAT
ESA",GEO,35786 km,,,,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:28:39
GF-9,696,2015-09-14,2022-11-30,Gao Fen,"CNSA
",SunSync,650 km,,,10:30 desc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:28:57
Lemur-2,827,2015-09-28,2039-11-30,Low Earth Multi-Use Receiver,"SPIRE
",SunSync,550 km,,,,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:29:11
TH-1C,673,2015-10-26,2021-11-30,Tian Hui - 1,"PLA
CAST",SunSync,498 km,,,13:30 desc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:29:27
Electro-L N2,74,2015-12-11,2024-11-30,Electro,"RosHydroMet
Roscosmos",GEO,35786 km,14.5 ° W,,,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:24:43
GF-4,608,2015-12-28,2022-11-30,Gao Fen,"CNSA
",GEO,35786 km,106 ° E,,,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:30:01
JASON-3,206,2016-01-17,2022-11-30,Joint Altimetry Satellite Oceanography Network,"NASA
CNES
EUMETSAT
NOAA",DRIFT,1336 km,,66°,,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:30:18
Sentinel-3A,400,2016-02-16,2022-11-30,Sentinel-3,"ESA
EC
EUMETSAT",SunSync,814.5 km,,,10:00 desc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:25:00
Resurs-P3,640,2016-03-13,2017-05-16,Resurs-P,"Roscosmos
",SunSync,477 km,,,10:30 desc,Inactive,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:25:14
Sentinel-1B,397,2016-04-25,2020-11-30,Sentinel-1,"ESA
EC",SunSync,693 km,,,06:00 desc,Inactive,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:25:31
ÑuSat     ,935,2016-05-30,2039-11-30,ÑuSat Earth Observation Microsatellite Constellation,"Satellogic 
",DRIFT,500 km,,,,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:25:49
ZY-3-02,677,2016-05-30,2021-11-30,Zi Yuan - 3,"CAST
CRESDA",SunSync,506 km,,,10:30 desc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:26:04
CartoSat-2C,593,2016-06-22,2021-11-30,Satellite for Cartography,"ISRO
",SunSync,505 km,,,09:28 desc,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:26:19
GHGSat,952,2016-06-22,2029-11-30,Greenhouse Gas Satellite,"GHGSat
",SunSync,500 km,,97.5°,,Operational,"IR (Meteor-2)
RMK-2
SM (Meteor-2)
TV (Meteor-2)",2013-02-13 17:26:36
SkySat-3,679,2016-06-22,2021-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,10:30 desc,Operational,"Klimat
MR-900B
MR-2000M
RMK-2
SM (Meteor-3)",2013-02-13 17:10:02
GF-3,607,2016-08-09,2023-11-30,Gao Fen,"CNSA
",SunSync,758 km,,,06:00 desc,Operational,"Klimat
MR-900B
MR-2000M
RMK-2
SM (Meteor-3)",2013-02-13 17:10:33
INSAT-3DR,194,2016-09-08,2025-11-30,Indian National Satellite - 3,"ISRO
IMD",GEO,35786 km,74 ° E,,,Operational,"Klimat
MR-900B
MR-2000M
RMK-2
SM (Meteor-3)",2013-02-13 17:11:03
Meteosat-8 (IODC),684,2016-09-15,2022-10-31,Meteosat Second Generation (MSG),"EUMETSAT
ESA",GEO,35786 km,41.5 ° E,,,Back-up,"Klimat
MR-900B
MR-2000M
RMK-2
SM (Meteor-3)",2013-02-13 17:11:41
PeruSat-1,707,2016-09-16,2025-11-30,PeruSat,"CONIDA
",SunSync,705 km,,,10:30 desc,Operational,"Klimat
MR-900B
MR-2000M
RMK-2
SM (Meteor-3)
TOMS",2013-02-13 17:12:15
SkySat-4,697,2016-09-16,2021-11-30,Sky Satellite,"Planet
",SunSync,507 km,,,10:30 desc,Operational,"Klimat
MR-900B
MR-2000M
PRARE
RMK-2
SM (Meteor-3)
ScaRaB",2013-02-13 17:12:46
SkySat-5,698,2016-09-16,2021-11-30,Sky Satellite,"Planet
",SunSync,507 km,,,10:30 desc,Operational,"GGAK-M/KGI-4C
GGAK-M/MSGI-MKA
Klimat
MIVZA
MR-2000M1
MSU-E
MTVZA
OCS
SAGE-III
SFM-2",2015-07-28 19:11:58
SkySat-6,699,2016-09-16,2021-11-30,Sky Satellite,"Planet
",SunSync,507 km,,,10:30 desc,Operational,"GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
IKOR-M
KMSS
MSU-MR
MTVZA-GY
SSPD
Severjanin-M",2021-04-19 13:40:13
SkySat-7,700,2016-09-16,2021-11-30,Sky Satellite,"Planet
",SunSync,509 km,,,10:30 desc,Operational,"GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
IKFS-2
IKOR-M
KMSS
MSU-MR
MTVZA-GY
SSPD
Severjanin-M",2021-12-06 16:41:49
AlSat-1B,708,2016-09-26,2021-11-30,Algeria Satellite,"ASAL
",SunSync,690 km,,,10:30 asc,Operational,"GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
IKFS-2
IKOR-M
KMSS
MSU-MR
MTVZA-GY
S&RSAT
SSPD
Severjanin-M",2021-04-19 13:45:34
AlSat-2B,10,2016-09-26,2021-11-30,Algeria Satellite,"ASAL
",SunSync,680 km,,,10:30 asc,Operational,"GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
IKFS-2
IKOR-M
KMSS
MSU-MR
MTVZA-GY
SSPD
Severjanin-M",2022-01-25 12:17:35
ScatSat-1,605,2016-09-26,2021-02-28,Satellite for the Ocean,"ISRO
",SunSync,732 km,,,08:45 desc,Inactive,"GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
IKFS-2
IKOR-M
KMSS
MSU-MR
MTVZA-GY
MeteoSAR
SSPD",2022-08-22 10:16:43
Himawari-9,671,2016-11-02,2029-11-30,Himawari 3rd generation,"JMA
",GEO,35786 km,140.7 ° E,,,Stand-by,"GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
IKFS-2
IKOR-M
KMSS
MSU-MR
MTVZA-GY
MeteoSAR
SSPD",2022-03-03 11:40:18
WorldView-4,675,2016-11-11,2019-01-07,WorldView,"Maxar
DigitalGlobe",SunSync,617 km,,,10:30 desc,Inactive,"GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
IKFS-2
IKOR-M
KMSS
MSU-MR
MTVZA-GY
MeteoSAR
SSPD",2021-11-03 09:12:21
GOES-16,152,2016-11-19,2026-11-30,Geostationary Operational Environmental Satellite - 3rd generation,"NOAA
NASA",GEO,35786 km,75.2 ° W,,,Operational,"GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
IKFS-2
IKOR-M
KMSS
MSU-MR
MTVZA-GY
MeteoSAR
SSPD",2021-11-03 09:12:55
Göktürk-1A,714,2016-12-05,2021-11-30,Göktürk,"TÜBITAK-UZAY
",SunSync,700 km,,,10:30 asc,Operational,"ACS-limb
ACS-nadir
ARMA-MP
BRLK “Briz”
GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
GORIZONT-MP
IKFS-3
IKOR-M
MSU-MR-MP
MTVZA-GY-MP
SSPD",2021-10-22 14:08:27
